bot,rated,n_races,wins,losses,ties,theta_lattice,theta_bt,n_markets,invested,realized,ret_per_mana,rank_median,rank_lo95,rank_hi95,theta_lo95,theta_hi95
OliviaManual,False,1,24,14,12,-0.03364799435430488,-0.035460083249852836,1.0,35.0,35.0,1.0,,,,,
SmelterWatch,False,10,228,155,30,-0.03473466891147259,-0.04260859409644924,10.0,1000.0,483.62968108604434,0.4836296810860443,,,,,
Nasscotton1,False,2,12,9,4,-0.20083464108006605,-0.26269766712296894,2.0,294.0,88.00391366451458,0.2993330396752197,,,,,
FastmarketsBattery,False,8,141,157,25,-0.358922392504337,-0.46802365963394943,8.0,368.0,-23.859617583962823,-0.06483591734772506,,,,,
ChrisChico,False,12,224,220,35,-0.37379686577701604,-0.4913655111176066,12.0,540.0,469.88588368783877,0.8701590438663681,,,,,
WolframWire,False,8,175,182,6,-0.38144374966626066,-0.5021391655848814,8.0,1525.0,639.6026014345819,0.41941154192431596,,,,,
GoldmanSachsBot,False,18,180,227,31,-0.42297773687932816,-0.5556135237067612,18.0,188.15617011621893,46.015001416540656,0.24455749385267805,,,,,
ColinManual,False,5,51,68,4,-0.48683730547655973,-0.6433753766831389,5.0,785.6517562474606,69.76789456481801,0.0888025693445314,,,,,
ChrisChicoEnhanced,False,12,202,246,31,-0.525457732949537,-0.6911078346817091,12.0,331.0,193.24184016301533,0.5838122059305599,,,,,
McKinseyBot,False,2,45,57,18,-0.5413715439852863,-0.7149486918678812,2.0,32.0,32.0,1.0,,,,,
oliver_greenEnhanced,False,9,104,136,50,-0.5682538801871885,-0.751416667297991,9.0,225.0,-38.64471710890385,-0.1717542982617949,,,,,
ColtanTracer,False,9,156,226,5,-0.5791852332453853,-0.7632032042513412,9.0,182.0,-16.177977674477653,-0.08888998722240468,,,,,
oliver_green,False,9,105,140,45,-0.5840011799463418,-0.7721333140270766,9.0,407.0,-72.31164382461694,-0.17766988654697036,,,,,
BullionPulse,False,7,30,52,14,-0.6861164066956192,-0.8991430366003899,7.0,725.0,142.6125834949364,0.19670701171715363,,,,,
TrumpTruthPulse,False,8,69,149,35,-0.7955975207058856,-1.0472634296212595,8.0,80.0,-15.511915725072567,-0.1938989465634071,,,,,
LlmAgCoverageBot,False,8,29,90,0,-1.0383393463962522,-1.3800699199017101,8.0,453.0,118.66975552209016,0.2619641402253646,,,,,
MercuryEnsembleBot,False,4,14,41,2,-1.0648636157275932,-1.4044975073824857,4.0,147.0,-13.303351095065878,-0.09049898704126448,,,,,
EnsembleBot,False,15,66,224,36,-1.116521132371048,-1.4774978770848977,15.0,497.0,-385.4675740848587,-0.7755886802512247,,,,,
OnMyanmarEnhanced,False,3,11,51,9,-1.273105652317775,-1.6873173169897395,3.0,50.0,-24.532248290752342,-0.49064496581504685,,,,,
StibniteEdge,False,1,0,32,15,-1.607027321089739,-2.0983886077390204,1.0,25.0,-25.0,-1.0,,,,,
YahooAgsBot,False,2,0,18,7,-1.6486327858575416,-2.2427044313622138,2.0,128.0,12.468006214284287,0.097406298549096,,,,,
ChristopherCalderwood,False,1,1,10,0,-1.8279747712639174,-2.7520961060095255,1.0,3.0,0.7279214360353379,0.24264047867844596,,,,,
YellowcakeWatch,False,2,0,27,2,-2.698963936512923,-3.850867018960516,2.0,150.0,-150.0,-1.0,,,,,
