bin,n,emp,fit,variant,window,model
"(0.15, 0.3]",31666,0.3679972209941262,0.3725998088084046,robustness_bothbad,2024-04-30,lattice
"(0.3, 0.5]",44493,0.3734295282403974,0.3569888492247674,robustness_bothbad,2024-04-30,lattice
"(0.5, 0.8]",40557,0.3394974973494095,0.32619571488738147,robustness_bothbad,2024-04-30,lattice
"(0.8, 1.2]",16037,0.31177901103697697,0.28859519969185937,robustness_bothbad,2024-04-30,lattice
"(1.2, 2.0]",3044,0.24868593955321944,0.2462056422880355,robustness_bothbad,2024-04-30,lattice
"(0.0, 0.15]",20184,0.3969480776852953,0.35033276566000293,robustness_bothbad,2024-05-31,davidson
"(0.15, 0.3]",22118,0.39036079211501945,0.34915787011830657,robustness_bothbad,2024-05-31,davidson
"(0.3, 0.5]",26023,0.3939976174922184,0.3460056902640628,robustness_bothbad,2024-05-31,davidson
"(0.5, 0.8]",33883,0.3666145264586961,0.3384790963871398,robustness_bothbad,2024-05-31,davidson
"(0.8, 1.2]",26576,0.3520469596628537,0.32497006763572256,robustness_bothbad,2024-05-31,davidson
"(1.2, 2.0]",14285,0.32103605180259015,0.29679240666938694,robustness_bothbad,2024-05-31,davidson
"(0.0, 0.15]",32435,0.3948820718359797,0.39073666576555893,robustness_bothbad,2024-05-31,lattice
"(0.15, 0.3]",28512,0.3952020202020202,0.37390684908471966,robustness_bothbad,2024-05-31,lattice
"(0.3, 0.5]",33226,0.3740444230421959,0.3541767645752378,robustness_bothbad,2024-05-31,lattice
"(0.5, 0.8]",34268,0.3528656472510797,0.32784448713863484,robustness_bothbad,2024-05-31,lattice
"(0.8, 1.2]",14051,0.32168528930325246,0.28956423636390977,robustness_bothbad,2024-05-31,lattice
"(1.2, 2.0]",839,0.2622169249106079,0.24979820852698326,robustness_bothbad,2024-05-31,lattice
"(0.0, 0.15]",21184,0.3800037764350453,0.35029389613427836,robustness_bothbad,2024-06-30,davidson
"(0.15, 0.3]",18975,0.3861923583662714,0.34906657732633406,robustness_bothbad,2024-06-30,davidson
"(0.3, 0.5]",18260,0.38285870755750273,0.3460536248240011,robustness_bothbad,2024-06-30,davidson
"(0.5, 0.8]",25436,0.3593725428526498,0.33921263907895477,robustness_bothbad,2024-06-30,davidson
"(0.8, 1.2]",15321,0.339272893414268,0.3257682082503339,robustness_bothbad,2024-06-30,davidson
"(1.2, 2.0]",4777,0.3250994347917103,0.30200983688021,robustness_bothbad,2024-06-30,davidson
"(0.0, 0.15]",29878,0.3812838878104291,0.39087590920329,robustness_bothbad,2024-06-30,lattice
"(0.15, 0.3]",22863,0.38070244499846917,0.37491999261264897,robustness_bothbad,2024-06-30,lattice
"(0.3, 0.5]",25500,0.3729019607843137,0.3548726274112624,robustness_bothbad,2024-06-30,lattice
"(0.5, 0.8]",20438,0.34024855661023584,0.3292976331323018,robustness_bothbad,2024-06-30,lattice
"(0.8, 1.2]",5249,0.3223471137359497,0.29381360279412067,robustness_bothbad,2024-06-30,lattice
"(1.2, 2.0]",25,0.4,0.25557278517371146,robustness_bothbad,2024-06-30,lattice
"(0.0, 0.15]",11072,0.38610910404624277,0.3502859502172741,robustness_bothbad,2024-07-31,davidson
"(0.15, 0.3]",9800,0.39714285714285713,0.34916635230686494,robustness_bothbad,2024-07-31,davidson
"(0.3, 0.5]",11006,0.3953298200981283,0.34617750882176285,robustness_bothbad,2024-07-31,davidson
"(0.5, 0.8]",11261,0.3888642216499423,0.33908367438225495,robustness_bothbad,2024-07-31,davidson
"(0.8, 1.2]",9587,0.3727964952539898,0.3243972540142859,robustness_bothbad,2024-07-31,davidson
"(1.2, 2.0]",3893,0.32879527356794247,0.29668694780881893,robustness_bothbad,2024-07-31,davidson
"(0.0, 0.15]",16034,0.3921042784083822,0.3907137270291949,robustness_bothbad,2024-07-31,lattice
"(0.15, 0.3]",13108,0.39548367409215746,0.37439305546458834,robustness_bothbad,2024-07-31,lattice
"(0.3, 0.5]",12621,0.3888756833848348,0.3542926120407123,robustness_bothbad,2024-07-31,lattice
"(0.5, 0.8]",10702,0.3734815922257522,0.3266762408975401,robustness_bothbad,2024-07-31,lattice
"(0.8, 1.2]",3907,0.3317123112362426,0.2929236310493777,robustness_bothbad,2024-07-31,lattice
"(1.2, 2.0]",336,0.30357142857142855,0.2518788467997947,robustness_bothbad,2024-07-31,lattice
